epoch,lr,train_time[sec],train_loss,train_acc@1,train_f1s,val_time[sec],val_loss,val_acc@1,val_f1s
0.0,0.003,23.0,0.6252237352645814,81.09069353882632,0.8110611537633741,18.0,0.22718949405352273,93.5,0.9348675878376195
1.0,0.003,23.0,0.19680489679201157,94.2075429756965,0.9420706246648459,18.0,0.08845661346117656,97.21666666666667,0.9722013361986385
2.0,0.003,23.0,0.1750825681211896,94.99666567871962,0.9499725645518602,18.0,0.06283853167295456,98.18333333333334,0.9818490589088371
3.0,0.003,23.0,0.117128038163908,96.60084469472436,0.9660155846383709,18.0,0.051735669215520225,98.45,0.9845066959724156
4.0,0.003,23.0,0.09953579119565081,97.06579727326616,0.9706642703460184,18.0,0.04545633141199748,98.68333333333334,0.9868402521917939
5.0,0.003,23.0,0.08377818435995835,97.49555423829283,0.9749604079825429,18.0,0.058051957567532855,98.28333333333333,0.9828318149663051
6.0,0.003,23.0,0.08251927341662997,97.58076467101364,0.9758081673738443,18.0,0.07067389347155889,97.91666666666667,0.9791700604520998
7.0,0.003,23.0,0.07722787472138443,97.75674273858921,0.9775684269380708,18.0,0.03659077525138855,98.91666666666667,0.9891684026386474
8.0,0.003,23.0,0.06288802971656003,98.13463248369888,0.9813447405812237,18.0,0.037800764858722684,98.86666666666666,0.9886683376592798
9.0,0.003,23.0,0.06282712379387659,98.1105512744517,0.9811083189211862,18.0,0.04548105415701866,98.6,0.9860254812256752
10.0,0.003,23.0,0.06344508910557188,98.12537048014227,0.981255876807792,18.0,0.040340175648530326,98.86666666666666,0.9886655207273456
11.0,0.003,23.0,0.053201756965110626,98.36618257261411,0.9836622574695995,18.0,0.03581386454900106,98.93333333333334,0.989332995663888
12.0,0.003,23.0,0.049472261184885014,98.52178423236515,0.9852181902773692,18.0,0.035817802230517067,98.96666666666667,0.9896737036564403
13.0,0.003,23.0,0.04410759076281773,98.68664789567279,0.9868672994700664,18.0,0.031684433867534,99.11666666666666,0.9911699020659324
14.0,0.003,23.0,0.04286108570748628,98.67368109069353,0.9867380616952722,18.0,0.04211244753996531,98.8,0.9880037625898096
15.0,0.003,23.0,0.04147834614334406,98.73110551274452,0.9873114786682899,18.0,0.03490383052825928,98.96666666666667,0.9896641651088981
16.0,0.003,23.0,0.04580530170550008,98.64033787788975,0.9864041345267678,18.0,0.03527920278906822,98.88333333333334,0.9888308278858636
17.0,0.003,23.0,0.03794745296995069,98.95154119739182,0.9895156002918715,18.0,0.030426573753356934,99.25,0.9925061043360973
18.0,0.003,23.0,0.03861998821480093,98.83113515115589,0.9883121591046435,18.0,0.032697686672210693,99.15,0.9914985579947848
19.0,0.003,23.0,0.03500758991789274,98.95339359810315,0.9895347029992443,18.0,0.03218597282965978,99.16666666666667,0.991671662772989
20.0,0.003,23.0,0.034788946417134384,98.96265560165975,0.9896276149610255,18.0,0.028644079983234406,99.13333333333334,0.991328725039754
21.0,0.003,23.0,0.0312137837457141,99.08861885002963,0.9908858458454686,18.0,0.03207879497607549,99.18333333333334,0.9918389528893817
22.0,0.003,23.0,0.03130671321223951,99.0515708358032,0.9905160104263068,18.0,0.027253774950901668,99.15,0.9915014371161883
23.0,0.003,23.0,0.03086497900796647,99.08676644931832,0.9908681423397778,18.0,0.025426368614037832,99.25,0.9925025828876939
24.0,0.003,23.0,0.02703983737039863,99.17382928275045,0.9917383990687598,18.0,0.02617610553900401,99.33333333333333,0.9933357583769361
25.0,0.003,23.0,0.02905748316230916,99.12381446354475,0.9912382473184784,18.0,0.025701455424229303,99.25,0.9925022576725585
26.0,0.003,23.0,0.02821886017819216,99.14419087136929,0.991441968479543,18.0,0.025734936118125915,99.25,0.9924988122831568
27.0,0.003,23.0,0.03363925976510075,99.08491404860699,0.9908499629258364,18.0,0.026614458680152893,99.18333333333334,0.9918325856954647
28.0,0.003,23.0,0.023703473335116545,99.26089211618257,0.992609445509629,18.0,0.030132144262393315,99.23333333333333,0.9923332299643397
29.0,0.003,23.0,0.02499201660534167,99.22013930053349,0.9922011190206528,18.0,0.028646970063447953,99.28333333333333,0.992838062727403
30.0,0.003,23.0,0.023796515135457778,99.26274451689389,0.9926281529905783,18.0,0.029536069651444754,99.25,0.9924968373004166
31.0,0.003,23.0,0.022222425251488123,99.29979253112033,0.9929979564512061,18.0,0.03556126608451207,99.18333333333334,0.9918295848048471
32.0,0.003,23.0,0.022955260603900095,99.29608772969769,0.9929606269721507,18.0,0.028909796019395192,99.3,0.9930035183834084
33.0,0.003,23.0,0.022853503619951695,99.3146117368109,0.9931459879948488,18.0,0.031860713223616284,99.23333333333333,0.9923347210341438
34.0,0.003,23.0,0.026008777652172098,99.25163011262596,0.9925161254319803,18.0,0.023714593609174092,99.33333333333333,0.9933356344677129
35.0,0.003,23.0,0.021992382575511032,99.33498814463545,0.993349567074698,18.0,0.026787695000569024,99.26666666666667,0.9926668854803543
36.0,0.003,23.0,0.022111266740461426,99.32572614107883,0.9932566336857782,18.0,0.03295821026464303,99.25,0.9925037918959824
37.0,0.003,23.0,0.020806017899709116,99.36647895672792,0.9936649569142922,18.0,0.03196631217499574,99.18333333333334,0.9918391374415874
38.0,0.003,23.0,0.01809217935736072,99.43872258446947,0.9943874406480655,18.0,0.0338438666065534,99.2,0.991996288982578
39.0,0.003,23.0,0.019838318246076955,99.38129816241849,0.9938133666288029,18.0,0.02389401755730311,99.21666666666667,0.9921677339405761
40.0,0.003,23.0,0.01926366790643853,99.43131298162419,0.9943134207044491,18.0,0.03186919531226158,99.16666666666667,0.9916647714342215
41.0,0.003,23.0,0.017116056485504582,99.42946058091286,0.994294383955493,18.0,0.030783743391434353,99.21666666666667,0.992165988851292
42.0,0.003,23.0,0.0170956142226021,99.47206579727326,0.9947209123509417,18.0,0.03052035587032636,99.33333333333333,0.9933335005812097
43.0,0.003,23.0,0.016803523914106788,99.50540901007706,0.9950540108875833,18.0,0.03206787666678429,99.05,0.9905129196881701
44.0,0.003,23.0,0.0185767161722279,99.4239033787789,0.9942391063464313,18.0,0.024777692928910255,99.41666666666667,0.9941663650291597
45.0,0.003,23.0,0.017206471880553395,99.48132780082987,0.9948134007866143,18.0,0.02949674368898074,99.28333333333333,0.9928389584421599
46.0,0.003,23.0,0.017237040839170697,99.50355660936575,0.9950359159098758,18.0,0.022386596232652663,99.3,0.9930027919292271
47.0,0.003,23.0,0.018037478815047615,99.46836099585062,0.9946834384450316,18.0,0.02295564039796591,99.35,0.9935002357767679
48.0,0.003,23.0,0.017682549539417558,99.45354179016005,0.9945356934536054,18.0,0.03092260603358348,99.15,0.9915018126658806
49.0,0.003,23.0,0.014179901627323546,99.56098103141672,0.9956097658418125,18.0,0.029367451027035713,99.35,0.9934984379151757
50.0,0.003,23.0,0.015110413179348902,99.56283343212804,0.995628507220426,18.0,0.023381186306476592,99.23333333333333,0.9923330212314323
51.0,0.003,23.0,0.014540436919953863,99.5424570243035,0.9954251246593799,18.0,0.03410137040913105,98.98333333333333,0.9898365735012943
52.0,0.003,23.0,0.015214286269617301,99.55542382928274,0.9955544077120851,18.0,0.02620790574947993,99.21666666666667,0.9921650528313106
53.0,0.003,23.0,0.016149275751108725,99.5091138114997,0.9950910740113906,18.0,0.030539340461293855,99.16666666666667,0.9916695783131736
54.0,0.003,23.0,0.013236155011373719,99.59617664493183,0.9959617020110387,18.0,0.026699394514163335,99.38333333333334,0.9938342776445092
55.0,0.003,23.0,0.014636327945169064,99.56283343212804,0.9956284609405628,18.0,0.024108625372250874,99.38333333333334,0.9938352612489114
56.0,0.003,23.0,0.015143749142690436,99.49058980438649,0.9949058854464162,18.0,0.02493272913992405,99.38333333333334,0.9938332783071843
57.0,0.003,23.0,0.014673204757518862,99.55357142857143,0.9955365269114053,18.0,0.03165400848537683,99.2,0.9919999737732995
58.0,0.003,23.0,0.013572410919498453,99.58320983995257,0.9958324744742841,18.0,0.032643070658047994,99.13333333333334,0.9913320520127487
59.0,0.003,23.0,0.012259686910053224,99.61840545346769,0.9961839118301382,18.0,0.0328986357798179,99.2,0.99200315514292
60.0,0.003,23.0,0.014234600337216697,99.56653823355069,0.9956655512388244,18.0,0.0425135832503438,98.96666666666667,0.9896751215982509
61.0,0.003,23.0,0.011833048253855654,99.63322465915827,0.9963325079931012,18.0,0.03330738980074723,99.11666666666666,0.9911670740117924
62.0,0.003,23.0,0.013875063330917186,99.57209543568464,0.9957207034309962,18.0,0.034452408673862615,99.18333333333334,0.9918351492653772
63.0,0.003,23.0,0.014755010267999243,99.59061944279786,0.9959064255897863,18.0,0.030365531009932358,99.26666666666667,0.992666727005709
64.0,0.003,23.0,0.011371186529062622,99.64063426200356,0.9964065591222772,18.0,0.02418622886141141,99.4,0.9940013275656897
