epoch,lr,train_time[sec],train_loss,train_acc@1,train_f1s,val_time[sec],val_loss,val_acc@1,val_f1s
0.0,0.003,5.0,0.7856463261023738,74.54060462359217,0.745431871854578,8.0,0.20618747824430467,93.91666666666667,0.9395925831918517
1.0,0.003,5.0,0.5266199051344543,83.31172199170125,0.8333473551375542,8.0,0.18018299555778503,94.6,0.9461476732555845
2.0,0.003,5.0,0.46416913977231794,85.53830764671014,0.8556141434452028,8.0,0.15658937631050746,95.5,0.9550293071601909
3.0,0.003,5.0,0.4383107359699406,86.23295791345583,0.8625303983516217,8.0,0.13315392130613327,95.95,0.9595578728367107
4.0,0.003,5.0,0.41616259802797523,86.76830171902786,0.8678985199093427,8.0,0.13150168481469154,95.76666666666667,0.9578208256737712
5.0,0.003,5.0,0.40588844068255664,87.46109958506224,0.8748837812457657,8.0,0.13678650046388308,95.75,0.9576891611075704
6.0,0.003,5.0,0.397707960214499,87.54075281564909,0.8756516610458476,8.0,0.11987856087088584,96.3,0.9630633647954433
7.0,0.003,5.0,0.38237798888132496,88.09832542975697,0.8811342222997307,8.0,0.12141232653458914,96.43333333333334,0.964446130026235
8.0,0.003,5.0,0.37230218239194834,88.42434795494961,0.8844368559278161,8.0,0.12829380484422048,96.55,0.9655378296257349
9.0,0.003,5.0,0.36268584890634475,88.83187611144042,0.8884780963104889,8.0,0.12702661434809367,96.33333333333333,0.9633499990932826
10.0,0.003,5.0,0.35547314687379733,88.89485773562537,0.8890990511287702,8.0,0.10149778256813685,97.2,0.9720333860149373
11.0,0.003,5.0,0.3414064736459371,89.32646710136336,0.893391187629477,8.0,0.10064681963125864,97.1,0.9710671766724163
12.0,0.003,5.0,0.3321008570978079,89.55060758743332,0.8956572468512425,8.0,0.10471999972065289,96.9,0.9690198613070626
13.0,0.003,4.0,0.3238202941619968,89.99147895672792,0.9000480007794509,8.0,0.09977592978378137,97.16666666666667,0.9716599258746973
14.0,0.003,5.0,0.32034100295570594,90.04149377593362,0.9005566078688473,8.0,0.09822023550669352,97.06666666666666,0.9706862310527556
15.0,0.003,5.0,0.3172205133715818,90.13781861292235,0.9015347801542244,8.0,0.09188864667216937,97.11666666666666,0.9712568730758557
16.0,0.003,5.0,0.3061436855371668,90.63796680497926,0.9065250734498622,8.0,0.0984874127159516,97.18333333333334,0.9719109907466308
17.0,0.003,5.0,0.3075993453866289,90.53793716656787,0.9055005608280317,8.0,0.08890979477266471,97.41666666666667,0.974218865211569
18.0,0.003,5.0,0.2973206415949097,90.75096324836989,0.9076579377301262,8.0,0.09445166582862537,97.4,0.9740416757839648
19.0,0.003,5.0,0.2962159928559338,90.87322169531713,0.9088854889708955,8.0,0.09359865034123262,97.16666666666667,0.9717487984667551
20.0,0.003,5.0,0.2867986683749771,91.19739181979845,0.9121117688555141,8.0,0.08251797997703154,97.56666666666666,0.975707191175062
21.0,0.003,5.0,0.2879364828291505,91.11403378778897,0.9112545839768871,8.0,0.08457075687746207,97.6,0.9760511302264
22.0,0.003,5.0,0.2867501577286234,91.1418197984588,0.9115341544815484,8.0,0.08900738458552708,97.53333333333333,0.9753661780504086
23.0,0.003,5.0,0.28337230028338384,91.22888263189093,0.9124294925661907,8.0,0.0776202030479908,97.7,0.9770274207206702
