epoch,lr,train_time[sec],train_loss,train_acc@1,train_f1s,val_time[sec],val_loss,val_acc@1,val_f1s
0.0,0.003,7.0,0.9182868463687807,68.41842027267339,0.6833950145705925,9.0,0.32738293207188446,90.65,0.9063886212426869
1.0,0.003,7.0,0.29262820829344205,91.10847658565501,0.9111139514191997,9.0,0.23284340499341488,92.95,0.9292555270856147
2.0,0.003,7.0,0.20895820439290244,93.72591879075281,0.9372805664161511,9.0,0.15392061471069854,95.4,0.9539823387965507
3.0,0.003,7.0,0.16303138601056522,95.0707617071725,0.9507203308244598,10.0,0.19138548984378576,93.88333333333334,0.9384665899142627
4.0,0.003,8.0,0.1366547903528511,95.8339508002371,0.9583557690211164,10.0,0.12882489242653053,96.1,0.9611599508603696
5.0,0.003,8.0,0.11622425880024755,96.31927978660343,0.9631997220854418,9.0,0.12748980124046405,96.4,0.9641162300403707
6.0,0.003,7.0,0.09839686253132927,96.94168642560759,0.9694212087489605,9.0,0.11708187718441089,96.41666666666667,0.9641543883063839
7.0,0.003,7.0,0.08613304697942137,97.34180497925311,0.9734227660286636,9.0,0.19965074126174054,93.95,0.9415099404862828
8.0,0.003,7.0,0.07818171478919442,97.53815945465323,0.9753840498634571,9.0,0.12492122007409731,96.4,0.9639317293859181
9.0,0.003,8.0,0.06739934095113621,97.84565797273267,0.9784599127030915,9.0,0.11605043320109447,96.56666666666666,0.9656125649611275
10.0,0.003,7.0,0.06302149867568282,98.02904564315352,0.980292554147605,9.0,0.11547002735733986,96.9,0.9690196858217857
11.0,0.003,8.0,0.05667849138067736,98.16056609365738,0.9816069668971916,9.0,0.13016460637872418,96.45,0.9648922088439743
12.0,0.003,7.0,0.0526656862375921,98.38285417901601,0.9838289748890319,9.0,0.10459945379570126,97.06666666666666,0.970642731963741
13.0,0.003,7.0,0.04999642583906483,98.35136336692354,0.9835126114364833,10.0,0.13398194623738527,96.56666666666666,0.9658331204290826
14.0,0.003,7.0,0.04499752739372331,98.49399822169532,0.9849403848694249,9.0,0.10018051768094301,97.45,0.9744951005855336
15.0,0.003,7.0,0.04224987912751407,98.62366627148785,0.9862378450501955,9.0,0.10479428418477377,97.31666666666666,0.9731698914401189
16.0,0.003,7.0,0.03806206046603068,98.70702430349733,0.9870704158834602,9.0,0.11254727120945851,96.93333333333334,0.9692865797026184
17.0,0.003,7.0,0.03507449333996263,98.84410195613515,0.9884413959148267,9.0,0.12776246188829343,97.03333333333333,0.9703085185057679
18.0,0.003,7.0,0.03290209810996995,98.91819798458802,0.9891806592022734,9.0,0.12771397183525066,97.06666666666666,0.9706296730823007
19.0,0.003,7.0,0.03233483916526151,98.90152637818613,0.9890154996629,9.0,0.12892543144337834,96.86666666666666,0.9687022594694223
20.0,0.003,7.0,0.02999897816778223,98.99599881446355,0.9899599823325103,9.0,0.11389889234801133,97.36666666666666,0.9736830456651111
21.0,0.003,7.0,0.03127293167703426,98.94783639596918,0.989478354953695,9.0,0.14201386797707527,96.8,0.9679211791654145
22.0,0.003,7.0,0.02586192395600888,99.13122406639005,0.9913124472225003,9.0,0.12365469408159455,97.41666666666667,0.9741615519768339
23.0,0.003,7.0,0.02651961784833014,99.11270005927682,0.9911271077895287,9.0,0.1493695375652363,96.68333333333334,0.9668845197054814
24.0,0.003,8.0,0.025432947112563952,99.16456727919383,0.9916459840244884,9.0,0.1677890650363018,96.4,0.9638638991297788
25.0,0.003,7.0,0.02644801663452065,99.11640486069946,0.9911638740691897,9.0,0.17304678566443424,96.65,0.9667078725962999
26.0,0.003,7.0,0.023687967839525217,99.19235328986366,0.9919232820735407,9.0,0.15507619934963685,96.68333333333334,0.9667982191254527
27.0,0.003,7.0,0.023757459735711754,99.24236810906936,0.9924240658344037,9.0,0.17046001543353,96.6,0.9660305173570946
28.0,0.003,7.0,0.021588423452008832,99.31831653823355,0.993183086039652,9.0,0.1543317408564811,97.13333333333334,0.9713774997776191
29.0,0.003,7.0,0.023671900355005906,99.2294013040901,0.9922942486520393,9.0,0.1450745709153513,97.26666666666667,0.9726559026150732
30.0,0.003,7.0,0.022850379159376766,99.29053052756372,0.9929052530294191,9.0,0.15204173768498003,97.36666666666666,0.9736941448648778
31.0,0.003,7.0,0.02036049737350805,99.35906935388263,0.9935906298639965,9.0,0.16278541603746513,96.78333333333333,0.9678961256833771
32.0,0.003,7.0,0.023007193927652582,99.27015411973919,0.992701935852773,9.0,0.13668600832422576,97.35,0.9735151118928635
33.0,0.003,7.0,0.019504171766400905,99.36277415530527,0.9936278006123679,9.0,0.18405710894179841,96.71666666666667,0.9672195687639938
34.0,0.003,7.0,0.01998114315205666,99.36647895672792,0.9936647805964212,9.0,0.17906276971846818,97.15,0.9715442756081878
